처방아이디,처방한글명,처방한자명,치료병증,출전,출처,페이지,증상한글명,증상한자명,일반인설명,약재한글명,약재한자명,약재이명,약재타입,수치전약재명,약용부위,귀경,성,미,독성,분류,과명,용량,단위
FO00501101,연교산,連翹散,肺膿瘍,,폐계내과학,615,폐농양,肺膿瘍,"화농균, 아메바, 진균 등이 원인이 되어 폐 조직에 화농성 혹은 괴사성의 종류(腫瘤)가 생긴 질병",,,,,,,,,,,,,,
FO00501101,연교산,連翹散,肺膿瘍,,폐계내과학,615,폐옹증,肺癰證,폐부(肺部)에 옹양(癰瘍)이 생긴 것으로 폐열(肺熱)로 폐(肺)가 곪아 비릿한 냄새가 나며 고름같은 끈적한 가래를 뱉는 증후(證候),,,,,,,,,,,,,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,괄루,栝樓,果裸|瓜婁|瓜蔞|瓜蔞實|瓜蔞仁|括蔞|栝蔞|栝蔞實|樓活|大肚瓜|杜瓜|萯|柿瓜|鴨屎瓜|野苦瓜|藥瓜|王白|王菩|全瓜蔞|地樓|天瓜|天棘|天圓子|澤巨|澤姑|澤冶|澤茹|黃瓜,M,,과실(果實),肺|胃|大腸,寒,甘|微苦,,淸化熱痰藥,Cucurbitaceae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,괄루근,栝樓根,瓜蔞根|括蔞根|栝蔞根|栝蔞粉|栝萎根|蔞粉|白藥|瑞雪|屎瓜根|萎根|天瓜粉|天花粉|花粉,M,,괴근(塊根),肺|胃,微寒,甘|微苦|微酸,,淸熱瀉火藥,Cucurbitaceae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,금은화,金銀花,金藤花|金花|鷺鷥花|密啜花|蘇花|雙寶花|雙苞花|雙花|銀花|二花|忍冬花|尖子銀花|環兒花,M,,화뢰(花蕾),心|肺|胃,寒,甘,,淸熱解毒藥,Caprifoliaceae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,길경,桔梗,梗草|苦梗|苦莄|苦桔梗|桔梗根|吉祥杵|南桔梗|盧茹|都乙羅叱|道乙阿叱|犁如|木便|房圖|方圖|白藥|符蔰|紛桔梗|芽桔梗|利如|薺苨|秋桔梗|土人參,M,,뿌리(根),肝,平,苦|辛,,淸化熱痰藥,Campanulaceae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,노근(선),蘆根(鮮),鮮蘆根,P,蘆根,,,,,,,,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,두시,豆豉,淡豆豉|淡豉|大豆豉|豆鼔|豆豉|香豉,M,,종자(種子),肺|胃,寒,苦|辛,,發散風熱藥,Leguminosae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,박하,薄荷,鷄蘇|金錢薄荷|南薄荷|冬蘇|猫兒薄荷|薄苛|薄荷葉|薄荷草|蒰荷|茇䒷|茇葀|菝苔|菝하|菝萿|番荷|番荷菜|冰喉尉|生荷葉|石薄荷|鮮薄荷|升陽菜|野息花|英生|吳菝蘭|吳菝하|人丹草|靑薄荷|蔢荷|荷,M,,지상부(地上部)|잎(葉),肝|肺,凉,辛,,發散風熱藥,Labiatae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,시호,柴胡,南柴胡|北柴胡|北胡|細柴胡|紫荊關柴胡|茈胡|才胡|地熏|津柴胡|川柴胡|鐵苗柴胡|秋柴胡|春柴胡|漢柴胡,M,,뿌리(根),肝|膽,微寒,苦,,發散風熱藥,Umbelliferae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,연교,連翹,空殼|空翹|翹殼|大翹子|落翹|連翹|北召|北連翹|連殼|蓮翹|連翹殼|連翹衣|元召|淨連翹|澤州連翹|旱連子|黃元召,M,,과실(果實),心|肺|膽,微寒,苦,,淸熱解毒藥,Oleaceae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,우방자,牛蒡子,大力子|大牛子|萬把鉤|弯巴钩子|毛然然子|毛錐子|黍粘子|鼠粘子|鼠黏子|鼠尖子|惡實|牛蒡|牛子|粘蒼子|蝙蝠子|黑風子,M,,종자(種子),肺|胃,寒,苦|辛,,發散風熱藥,Compositae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,조협,皂莢,鷄棲子|皀莢|大皂角|大皂夾|烏犀|長皂角|長皂夾|猪牙皂莢|皂角|皂角莢|皂莢子|悬刀|玄房仲長統,M,,과실(果實),肺|大腸,溫,辛,小毒,溫化寒痰藥,Leguminosae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,죽엽,竹葉,苦竹葉|淡竹葉|靑竹葉,M,,잎(葉),心|肺|胃,寒,辛|苦|甘|淡,,淸熱瀉火藥,Gramineae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|橘紅|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,청피,靑皮,大靑皮|細靑皮|小靑皮|靑柑兒皮|靑柑皮|靑橘皮|靑陳皮|青皮|杭靑皮,M,,과피(果皮),肝|膽,微溫,苦|辛,,理氣藥,Rutaceae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,치자,梔子,木丹|山梔|山梔子|鮮支|小巵子|越桃|支子|枝子|川揀子|巵子|紅枝子|黃鷄子|黃果樹子|黃荑子|黃梔子|㮁桃|黑山梔,M,,과실(果實),心|肝|肺|胃|三焦,寒,苦,,淸熱瀉火藥,Rubiaceae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,형개,荊芥,假蘇|姜芥|薑芥|擧卿古拜散|京芥|獨行散|四棱杆蒿|鼠蓂|鼠實|綫芥|如聖散|隱齒菜|一捻金|再生丹|鄭芥|香荊芥,M,,전초(全草),肺|肝,微溫,辛,,發散風寒藥,Labiatae,,
FO00501102,연교산합과루우방탕,連翹散合瓜蔞牛蒡湯,肺膿瘍,,폐계내과학,615,,,,황금,黃芩,經芩|枯腸|空腸|芩|內虛|㹠尾芩|腐腸|北芩|西芩|鼠尾芩|宿芩|印頭|子芩|條芩|珠條芩|妒婦|片芩|皮黃芩|虹勝|黃笒|黃文|黃岑,M,,뿌리(根),肺|膽|胃|大腸|小腸,寒,苦,,淸熱燥濕藥,Labiatae,,
FO00501103,위경탕합오미소독음가감,葦莖湯合五味消毒飮加減,肺膿瘍,,폐계내과학,615,,,,국화,菊花,家菊|甘菊|甘菊花|更生|蘜|金蕊|金精|茶菊|饅頭菊|白菊|白菊花|白茶菊|野菊花|藥菊|女莖|女花|陰成|日精|잠頭菊|滁菊|傳延年|節花|周盈|眞菊|甛菊花|杭菊|毫菊|黃甘菊|懷菊花,M,,꽃(花),肺|肝,微寒,甘|苦,,發散風熱藥,Compositae,,
FO00501103,위경탕합오미소독음가감,葦莖湯合五味消毒飮加減,肺膿瘍,,폐계내과학,615,,,,금은화,金銀花,金藤花|金花|鷺鷥花|密啜花|蘇花|雙寶花|雙苞花|雙花|銀花|二花|忍冬花|尖子銀花|環兒花,M,,화뢰(花蕾),心|肺|胃,寒,甘,,淸熱解毒藥,Caprifoliaceae,,
FO00501103,위경탕합오미소독음가감,葦莖湯合五味消毒飮加減,肺膿瘍,,폐계내과학,615,,,,노근,蘆根,蘆根|蘆茅根|葦莖|葦根,M,,뿌리(根)|검정콩,肺|胃,寒,甘,,淸熱瀉火藥,Gramineae,,
FO00501103,위경탕합오미소독음가감,葦莖湯合五味消毒飮加減,肺膿瘍,,폐계내과학,615,,,,도인,桃仁,光桃仁|單桃仁|桃膠|桃人|桃核|桃核仁|脫核嬰兒|脫核仁,M,,종자(種子),心|肝|大腸,平,苦|甘,,活血祛瘀藥,Rosaceae,,
FO00501103,위경탕합오미소독음가감,葦莖湯合五味消毒飮加減,肺膿瘍,,폐계내과학,615,,,,동과자,冬瓜子,冬瓜仁|白瓜子,M,,종자(種子),大腸|肺,凉,甘,,,Cucurbitaceae,,
FO00501103,위경탕합오미소독음가감,葦莖湯合五味消毒飮加減,肺膿瘍,,폐계내과학,615,,,,의이인,薏苡仁,感米|起目|起實|芑實|米仁|米珠|玉珠|有乙梅|薏米|薏米仁|薏苡|意苡仁|薏仁|薏珠子|苡米|苡米仁|苡薏米|苡仁|苡仁米|珠子米|草魚目|草珠兒|解蠡|回回米,M,,종자(種子),脾|胃|肺,凉,甘|淡,,利水退腫藥,Gramineae,,
FO00501103,위경탕합오미소독음가감,葦莖湯合五味消毒飮加減,肺膿瘍,,폐계내과학,615,,,,자화지정,紫花地丁,紫地丁,M,,대근전초(帶根全草),肝|心,寒,苦|辛,,,,,
FO00501103,위경탕합오미소독음가감,葦莖湯合五味消毒飮加減,肺膿瘍,,폐계내과학,615,,,,포공영,蒲公英,黃花地丁,M,,전초(全草),肝|胃,寒,苦|甘,,淸熱解毒藥,Compositae,,
FO00501103,위경탕합오미소독음가감,葦莖湯合五味消毒飮加減,肺膿瘍,,폐계내과학,615,폐농양 성옹기,肺膿瘍 成癰期,폐농양의 성옹기,,,,,,,,,,,,,,
FO00501104,오미소독음,五味消毒飮,肺膿瘍,,폐계내과학,615,,,,국화,菊花,家菊|甘菊|甘菊花|更生|蘜|金蕊|金精|茶菊|饅頭菊|白菊|白菊花|白茶菊|野菊花|藥菊|女莖|女花|陰成|日精|잠頭菊|滁菊|傳延年|節花|周盈|眞菊|甛菊花|杭菊|毫菊|黃甘菊|懷菊花,M,,꽃(花),肺|肝,微寒,甘|苦,,發散風熱藥,Compositae,,
FO00501104,오미소독음,五味消毒飮,肺膿瘍,,폐계내과학,615,,,,금은화,金銀花,金藤花|金花|鷺鷥花|密啜花|蘇花|雙寶花|雙苞花|雙花|銀花|二花|忍冬花|尖子銀花|環兒花,M,,화뢰(花蕾),心|肺|胃,寒,甘,,淸熱解毒藥,Caprifoliaceae,,
FO00501104,오미소독음,五味消毒飮,肺膿瘍,,폐계내과학,615,,,,자화지정,紫花地丁,紫地丁,M,,대근전초(帶根全草),肝|心,寒,苦|辛,,,,,
FO00501104,오미소독음,五味消毒飮,肺膿瘍,,폐계내과학,615,,,,포공영,蒲公英,黃花地丁,M,,전초(全草),肝|胃,寒,苦|甘,,淸熱解毒藥,Compositae,,
FO00501104,오미소독음,五味消毒飮,肺膿瘍,,폐계내과학,615,폐농양 성옹기,肺膿瘍 成癰期,폐농양의 성옹기,,,,,,,,,,,,,,
FO00501104,오미소독음,五味消毒飮,肺膿瘍,,폐계내과학,615,폐옹증,肺癰證,폐부(肺部)에 옹양(癰瘍)이 생긴 것으로 폐열(肺熱)로 폐(肺)가 곪아 비릿한 냄새가 나며 고름같은 끈적한 가래를 뱉는 증후(證候),,,,,,,,,,,,,,
FO00501105,정력대조사폐탕,葶藶大棗瀉肺湯,肺膿瘍,,폐계내과학,615,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,,
FO00501105,정력대조사폐탕,葶藶大棗瀉肺湯,肺膿瘍,,폐계내과학,615,,,,금은화,金銀花,金藤花|金花|鷺鷥花|密啜花|蘇花|雙寶花|雙苞花|雙花|銀花|二花|忍冬花|尖子銀花|環兒花,M,,화뢰(花蕾),心|肺|胃,寒,甘,,淸熱解毒藥,Caprifoliaceae,,
FO00501105,정력대조사폐탕,葶藶大棗瀉肺湯,肺膿瘍,,폐계내과학,615,,,,대조,大棗,乾赤棗|乾棗|鷄心|鷄心棗|桂棗|灌棗|膠棗|狗牙|南棗|丹棗|棠棗|大北棗|大棗|東棗|轆棗|美棗|搏落酥|白棗|北棗|氏棗|羊角|良棗|牛頭|棯棗|紫棗|棗|棗膏|棗肉|棗脯|天蒸棗|靑州棗|墟棗|壺|紅棗,M,,과실(果實),脾|胃,溫,甘,,補氣藥,Rhamnaceae,,
FO00501105,정력대조사폐탕,葶藶大棗瀉肺湯,肺膿瘍,,폐계내과학,615,,,,도인,桃仁,光桃仁|單桃仁|桃膠|桃人|桃核|桃核仁|脫核嬰兒|脫核仁,M,,종자(種子),心|肝|大腸,平,苦|甘,,活血祛瘀藥,Rosaceae,,
FO00501105,정력대조사폐탕,葶藶大棗瀉肺湯,肺膿瘍,,폐계내과학,615,,,,연교,連翹,空殼|空翹|翹殼|大翹子|落翹|連翹|北召|北連翹|連殼|蓮翹|連翹殼|連翹衣|元召|淨連翹|澤州連翹|旱連子|黃元召,M,,과실(果實),心|肺|膽,微寒,苦,,淸熱解毒藥,Oleaceae,,
FO00501105,정력대조사폐탕,葶藶大棗瀉肺湯,肺膿瘍,,폐계내과학,615,,,,정력자,葶藶子,苦草|公薺|狗薺|大室|大適|豆乙音羅伴|良醫匕首|乙音矣羅耳|蕇丁樂|蕇蒿|丁歷|丁藶|葶藶|亭瀝子|帝力|甛葶藶,M,,종자(種子),肺|膀胱,大寒,辛|苦,,止咳平喘藥,Cruciferae,,
FO00501105,정력대조사폐탕,葶藶大棗瀉肺湯,肺膿瘍,,폐계내과학,615,,,,지모,知母,苦心|韭逢|芪母|蚔母|老梗|鹿別|東根|水參|水須|水浚|蓍母|兒草|野蓼|女雷|女理|連母|提母|蝭母|紙母|地參|昌支|莐藩|貨母|孝梗,M,,뿌리줄기(根莖),腎|胃|肺,寒,苦|甘,,淸熱瀉火藥,Liliaceae,,
FO00501105,정력대조사폐탕,葶藶大棗瀉肺湯,肺膿瘍,,폐계내과학,615,,,,황금,黃芩,經芩|枯腸|空腸|芩|內虛|㹠尾芩|腐腸|北芩|西芩|鼠尾芩|宿芩|印頭|子芩|條芩|珠條芩|妒婦|片芩|皮黃芩|虹勝|黃笒|黃文|黃岑,M,,뿌리(根),肺|膽|胃|大腸|小腸,寒,苦,,淸熱燥濕藥,Labiatae,,
FO00501105,정력대조사폐탕,葶藶大棗瀉肺湯,肺膿瘍,,폐계내과학,615,폐농양 성옹기,肺膿瘍 成癰期,폐농양의 성옹기,,,,,,,,,,,,,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,괄루,栝樓,果裸|瓜婁|瓜蔞|瓜蔞實|瓜蔞仁|括蔞|栝蔞|栝蔞實|樓活|大肚瓜|杜瓜|萯|柿瓜|鴨屎瓜|野苦瓜|藥瓜|王白|王菩|全瓜蔞|地樓|天瓜|天棘|天圓子|澤巨|澤姑|澤冶|澤茹|黃瓜,M,,과실(果實),肺|胃|大腸,寒,甘|微苦,,淸化熱痰藥,Cucurbitaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,금은화,金銀花,金藤花|金花|鷺鷥花|密啜花|蘇花|雙寶花|雙苞花|雙花|銀花|二花|忍冬花|尖子銀花|環兒花,M,,화뢰(花蕾),心|肺|胃,寒,甘,,淸熱解毒藥,Caprifoliaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,길경,桔梗,梗草|苦梗|苦莄|苦桔梗|桔梗根|吉祥杵|南桔梗|盧茹|都乙羅叱|道乙阿叱|犁如|木便|房圖|方圖|白藥|符蔰|紛桔梗|芽桔梗|利如|薺苨|秋桔梗|土人參,M,,뿌리(根),肝,平,苦|辛,,淸化熱痰藥,Campanulaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,당귀,當歸,乾歸|歸尾|金當歸|馬尾歸|馬尾當歸|秦歸|秦當歸|川當歸,M,,뿌리(根),心|肝|脾,溫,甘|辛,,補血藥,Umbelliferae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,방풍,防風,蕑根|硬防風|曲方氏|公防風|銅蕓|馬英子|母防風|反風|防豊|防風根|百韭|百蜚|百種|百枝|屛防|屛風|屛風草|山芹菜|山花菜|西口風|續弦膠|齊州防風|風肉|筆防風|解州防風|回辛|迴蕓|回草|茴草,M,,뿌리(根)|뿌리줄기(根莖),肝|脾|膀胱,溫,辛|甘,,發散風寒藥,Umbelliferae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,백합,百合,家百合|强瓜|强仇|强瞿|犬伊日根|鬼蒜|途花|喇叭筒|麻罗|麻罗春|白百合|白合|蒜腦藷|山百合|野百合|藥百合|重迈|中逢花|重箱|中庭,M,,유질린편(肉質鱗片),心|肺,寒,甘,,補陰藥,Liliaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,상백피,桑白皮,白桑皮|伏蛇|桑根白|桑根白皮|桑根皮|桑皮|延年卷雪|葽食蚕,M,,근피(根皮),肺,寒,甘,,止咳平喘藥,Moraceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,서각,犀角,奴角|毘沙拏|犀牛角|兕角|烏犀角|凹角|低密|眞犀角|香犀角,M,,뿔(角),心|肝|胃,寒,苦|鹹,,淸熱凉血藥,Rhinocerotidae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,연교,連翹,空殼|空翹|翹殼|大翹子|落翹|連翹|北召|北連翹|連殼|蓮翹|連翹殼|連翹衣|元召|淨連翹|澤州連翹|旱連子|黃元召,M,,과실(果實),心|肺|膽,微寒,苦,,淸熱解毒藥,Oleaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,의이인,薏苡仁,感米|起目|起實|芑實|米仁|米珠|玉珠|有乙梅|薏米|薏米仁|薏苡|意苡仁|薏仁|薏珠子|苡米|苡米仁|苡薏米|苡仁|苡仁米|珠子米|草魚目|草珠兒|解蠡|回回米,M,,종자(種子),脾|胃|肺,凉,甘|淡,,利水退腫藥,Gramineae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,자화지정,紫花地丁,紫地丁,M,,대근전초(帶根全草),肝|心,寒,苦|辛,,,,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,지각,枳殼,奴隸|大枳殼|洞庭奴隸|商殼|商枳殼|只殼|枳角|陳枳殼|香橙殼,M,,과실(果實),肺|脾|大腸,凉,苦|辛,,理氣藥,Rutaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,천련자,川楝子,苦楝子|金鈴子|楝失|練實|仁棗|川楝|川楝實|川鍊肉|川練子|川鍊子,M,,과실(果實),肝|胃|小腸,寒,苦,小毒,理氣藥,Meliaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,패모,貝母,,M,,,,,,,,,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,하고초,夏枯草,夏枯草花,M,,과수(果穗),肝|膽,寒,苦|辛,,,Labiatae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,행인,杏仁,苦杏仁|老陰子|大杏仁|德兒|木落子|北杏|北杏仁|雙杏仁|原杏仁|眞杏仁|甛梅仁|草金丹|杏人|杏子|杏核人|杏核仁|囫圇杏仁,M,,종자(種子),肺|大腸,微溫,苦,小毒,止咳平喘藥,Rosaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,황기,黃芪,甘板麻|芰草|戴紛|戴糝|戴椹|獨椹|綿耆|綿芪|綿黃耆|綿黃芪|木耆|百本|百藥綿|艾草|羊肉|王孫|箭芪|箭黃芪|蜀脂|妒婦|憲州黃耆|黃|黃耆,M,,뿌리(根),肺|脾,溫,甘,,補氣藥,Leguminosae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,,,,황련,黃連,古勇連|楝連|尾連|上草|宣連|王連|日黃連|滴膽芝|淨黃連|支連|川連|川黃蓮|川黃連|黃蓮|黃連,M,,뿌리줄기(根莖),心|脾|胃|肝|膽|大腸,寒,苦,,淸熱燥濕藥,Ranunculaceae,,
FO00501106,길경탕합은화해독탕,桔梗湯合銀花解毒湯,肺膿瘍,,폐계내과학,615,폐농양 궤양기,肺膿瘍 潰瘍期,폐농양의 궤양기,,,,,,,,,,,,,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,,,,금은화,金銀花,金藤花|金花|鷺鷥花|密啜花|蘇花|雙寶花|雙苞花|雙花|銀花|二花|忍冬花|尖子銀花|環兒花,M,,화뢰(花蕾),心|肺|胃,寒,甘,,淸熱解毒藥,Caprifoliaceae,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,,,,서각,犀角,奴角|毘沙拏|犀牛角|兕角|烏犀角|凹角|低密|眞犀角|香犀角,M,,뿔(角),心|肝|胃,寒,苦|鹹,,淸熱凉血藥,Rhinocerotidae,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,,,,연교,連翹,空殼|空翹|翹殼|大翹子|落翹|連翹|北召|北連翹|連殼|蓮翹|連翹殼|連翹衣|元召|淨連翹|澤州連翹|旱連子|黃元召,M,,과실(果實),心|肺|膽,微寒,苦,,淸熱解毒藥,Oleaceae,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,,,,자화지정,紫花地丁,紫地丁,M,,대근전초(帶根全草),肝|心,寒,苦|辛,,,,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,,,,천련자,川楝子,苦楝子|金鈴子|楝失|練實|仁棗|川楝|川楝實|川鍊肉|川練子|川鍊子,M,,과실(果實),肝|胃|小腸,寒,苦,小毒,理氣藥,Meliaceae,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,,,,하고초,夏枯草,夏枯草花,M,,과수(果穗),肝|膽,寒,苦|辛,,,Labiatae,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,폐농양,肺膿瘍,"화농균, 아메바, 진균 등이 원인이 되어 폐 조직에 화농성 혹은 괴사성의 종류(腫瘤)가 생긴 질병",,,,,,,,,,,,,,
FO00501107,은화해독탕,銀花解毒湯,肺膿瘍,,폐계내과학,616,폐옹증 궤농기,肺癰證 潰膿期,폐옹증 궤농기,,,,,,,,,,,,,,
FO00501108,청조구폐탕,淸燥救肺湯,肺膿瘍,,폐계내과학,616,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,4,g
FO00501108,청조구폐탕,淸燥救肺湯,肺膿瘍,,폐계내과학,616,,,,마인,麻仁,大麻仁|大麻子|冬麻子|麻母|麻仁|麻子|麻子仁|白麻子|胡麻仁|火麻仁|火麻子,M,,과실(果實),脾|胃|大腸,平,甘,,潤下藥,Cannabinaceae,4,g
FO00501108,청조구폐탕,淸燥救肺湯,肺膿瘍,,폐계내과학,616,,,,맥문동,麥門冬,筧寸冬|京元|階前草根|大麥冬|冬兒沙里|麥冬|麥文|麥門|麥門東|綿麥冬|虋冬|門火冬|不死|不死藥|沙草秀根|蘇瓜丐|安神隊枝|野麥冬|餘粮|禹餘粮|正淸|寸冬|寸麥冬|雉骨木|杭瓜丐|杭寸|杭寸冬,M,,괴근(塊根),肺|胃|心,微寒,甘|微苦,,補陰藥,Liliaceae,4.8,g
